[*:1]c1ccc(F)c(C(=N)N)c1,[*:1]/C(C)=C(/F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1Cl,[*:1]c1ccc2ccnc(N)c2c1
[*:1]CN1CCCC1,[*:1]c1nccn1-c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]CN(C)C(C)C
[*:1]c1ccccc1S(C)(=O)=O,[*:1]c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]n1ccnc1CN1CCOCC1
[*:1]CN1CCOCC1,[*:1]c1nccn1-c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]CN(C)CC
[*:1]c1ccccc1S(C)(=O)=O,[*:1]c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]n1ccnc1CN(C)CC
[*:1]c1ccccc1S(C)(=O)=O,[*:1]c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]n1ccnc1CN1CCCC1
[*:1]CN1CCCC1,[*:1]c1nccn1-c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]CN(C)CC
[*:1]C#N,[*:1]c1ccccc1-c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)nc1,[*:1]C(F)(F)F
[*:1]C(=O)N(C)C,[*:1]c1ccccc1-c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)nc1,[*:1]C#N
[*:1]NS(C)(=O)=O,[*:1]c1ccccc1-c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)nc1,[*:1]C#N
[*:1]OC(C)C,[*:1]c1ccccc1-c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)nc1,[*:1]C#N
[*:1]C#N,[*:1]c1ccccc1-c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)nc1,[*:1]C(C)(C)C
[*:1]C(=O)N(C)C,[*:1]c1ccccc1-c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)nc1,[*:1]C(F)(F)F
[*:1]NS(C)(=O)=O,[*:1]c1ccccc1-c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)nc1,[*:1]C(F)(F)F
[*:1]C(C)(C)C,[*:1]c1ccccc1-c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)nc1,[*:1]C(F)(F)F
[*:1]NS(C)(=O)=O,[*:1]c1ccccc1-c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)nc1,[*:1]C(=O)N(C)C
[*:1]C(=O)N(C)C,[*:1]c1ccccc1-c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)nc1,[*:1]C(C)(C)C
[*:1]C(C)(C)C,[*:1]c1ccccc1-c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)nc1,[*:1]NS(C)(=O)=O
[*:1]c1cccnc1C#N,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]c1nccn1C
[*:1]c1cccnc1C#N,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]n1cccn1
[*:1]c1cccnc1C#N,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]n1ccnc1
[*:1][H],[*:1]c1ncccc1-c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C#N
[*:1]c1ccoc1,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]c1cccnc1C#N
[*:1]c1ccccc1,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]c1cccnc1C#N
[*:1]n1cccn1,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]c1nccn1C
[*:1]n1ccnc1,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]c1nccn1C
[*:1]c1nccn1C,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]c1cccnc1
[*:1]c1nccn1C,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]c1ccncc1
[*:1]c1nccn1C,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]c1ccccc1
[*:1]n1cccn1,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]n1ccnc1
[*:1]c1cccnc1,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]n1cccn1
[*:1]c1ccncc1,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]n1cccn1
[*:1]n1cccn1,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]c1cn(C)cn1
[*:1]c1cccnc1,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]n1ccnc1
[*:1]n1ccnc1,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]c1ccncc1
[*:1]c1cn(C)cn1,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]n1ccnc1
[*:1]c1ccncc1,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]c1cccnc1
[*:1]c1cccnc1,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]c1cn(C)cn1
[*:1]c1ccncc1,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]c1cn(C)cn1
[*:1]c1ccncc1,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]c1ccoc1
[*:1]c1ccoc1,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]c1cn(C)cn1
[*:1]c1ccccc1,[*:1]c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]c1ccoc1
[*:1]n1ccnc1CN(C)C,[*:1]c1ccc(N2CCCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]N1CCCCC1=O
[*:1]N1CCCCC1,[*:1]c1ccc(N2CCCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]n1ccnc1CN(C)C
[*:1]N1CCCCC1,[*:1]c1ccc(N2CCCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]N1CCCCC1=O
[*:1]c1ccncc1,[*:1]c1ccc(N2CCCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]N1CCCCC1=O
[*:1]N1CCCCC1,[*:1]c1ccc(N2CCCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]c1ccncc1
[*:1]n1ccccc1=O,[*:1]c1ccc(N2CCCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]N1CCCCC1
[*:1]n1ccccc1=O,[*:1]c1ccc(N2CCCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]c1ccncc1
[*:1]C(=O)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1][C@H](C)N(C)C
[*:1][C@@H](C)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1][C@H](C)N(C)C
[*:1][C@H](C)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1][C@H]1CCCN1
[*:1][C@H](C)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1][C@@H]1CCCN1
[*:1][C@H](C)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]C(N)=O
[*:1][C@H](C)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]C(=C)C
[*:1]n1ccnc1CN(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1][C@H](C)N(C)C
[*:1][C@H](C)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]c1ccccc1S(C)(=O)=O
[*:1][C@@H](C)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]C(=O)N(C)C
[*:1][C@H]1CCCN1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]C(=O)N(C)C
[*:1][C@@H]1CCCN1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]C(=O)N(C)C
[*:1]C(N)=O,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]C(=O)N(C)C
[*:1]C(=O)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]C(=C)C
[*:1]C(=O)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]C1CCCN1C
[*:1]C(=O)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]n1ccnc1CN(C)C
[*:1]C(=O)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]c1ccccc1S(C)(=O)=O
[*:1][C@@H](C)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1][C@H]1CCCN1
[*:1][C@@H]1CCCN1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1][C@@H](C)N(C)C
[*:1]C(N)=O,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1][C@@H](C)N(C)C
[*:1][C@@H](C)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]C(=C)C
[*:1][C@@H](C)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]C1CCCN1C
[*:1][C@@H](C)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]n1ccnc1CN(C)C
[*:1]c1ccccc1S(C)(=O)=O,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1][C@@H](C)N(C)C
[*:1][C@H]1CCCN1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1][C@@H]1CCCN1
[*:1][C@H]1CCCN1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]C(N)=O
[*:1]C(=C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1][C@H]1CCCN1
[*:1]C1CCCN1C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1][C@H]1CCCN1
[*:1]C(N)=O,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1][C@@H]1CCCN1
[*:1]C(=C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1][C@@H]1CCCN1
[*:1][C@@H]1CCCN1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]C1CCCN1C
[*:1][C@@H]1CCCN1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]C(=O)NC
[*:1]C1CCCN1C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]C(N)=O
[*:1]C(N)=O,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]C(=O)NC
[*:1]C1CCCN1C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]C(=C)C
[*:1]C(=C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]C(=O)NC
[*:1]C1CCCN1C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]C(=O)NC
[*:1]C(=O)NC,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]n1ccnc1CN(C)C
[*:1]c1ccccc1S(C)(=O)=O,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]C(=O)NC
[*:1]c1ccccc1S(C)(=O)=O,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,[*:1]n1ccnc1CN(C)C
[*:1]C(C)N1CCC1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]n1ccnc1CN(C)C
[*:1]n1ccnc1CN(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)N(C)CC
[*:1]n1ccnc1CN(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@H](C)N(C)C
[*:1]n1ccnc1CN(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)NC(C)C
[*:1]n1ccnc1CN(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@H]1CCCN1
[*:1][C@@H]1CCCN1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]n1ccnc1CN(C)C
[*:1]n1ccnc1CN(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@H](C)NC
[*:1]C(C)N1CCCCC1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]n1ccnc1CN(C)C
[*:1]n1ccnc1CN(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)N1CCCC1
[*:1]n1ccnc1CN(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)NCC
[*:1][C@@H](C)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]n1ccnc1CN(C)C
[*:1]n1ccnc1CN(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@@H](C)NC
[*:1]n1ccnc1CN(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)N(C)C(C)C
[*:1]C1CCCN1C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]n1ccnc1CN(C)C
[*:1]C(C)N1CCC1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)N(C)CC
[*:1][C@H](C)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)N1CCC1
[*:1]C(C)NC(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)N1CCC1
[*:1]C(C)N1CCC1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@H]1CCCN1
[*:1]C(C)N1CCC1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@@H]1CCCN1
[*:1][C@H](C)NC,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)N1CCC1
[*:1]C(C)N1CCC1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)NCC
[*:1][C@@H](C)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)N1CCC1
[*:1]C(C)N1CCC1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@@H](C)NC
[*:1]C(C)N1CCC1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)N(C)C(C)C
[*:1]C1CCCN1C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)N1CCC1
[*:1]C(C)N(C)CC,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@H](C)N(C)C
[*:1]C(C)N(C)CC,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)NC(C)C
[*:1][C@H]1CCCN1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)N(C)CC
[*:1][C@@H]1CCCN1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)N(C)CC
[*:1]C(C)N(C)CC,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@H](C)NC
[*:1]C(C)N1CCCCC1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)N(C)CC
[*:1]C(C)N(C)CC,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)N1CCCC1
[*:1]C(C)N(C)CC,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)NCC
[*:1][C@@H](C)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)N(C)CC
[*:1]C(C)N(C)CC,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@@H](C)NC
[*:1]C(C)N(C)CC,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)N(C)C(C)C
[*:1]C(C)N(C)CC,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C1CCCN1C
[*:1]C(C)NC(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@H](C)N(C)C
[*:1][C@H](C)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@H]1CCCN1
[*:1][C@H](C)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@@H]1CCCN1
[*:1][C@H](C)NC,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@H](C)N(C)C
[*:1][C@H](C)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)N1CCCCC1
[*:1]C(C)N1CCCC1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@H](C)N(C)C
[*:1]C(C)NCC,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@H](C)N(C)C
[*:1][C@H](C)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@@H](C)N(C)C
[*:1][C@@H](C)NC,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@H](C)N(C)C
[*:1][C@H](C)N(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)N(C)C(C)C
[*:1]C1CCCN1C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@H](C)N(C)C
[*:1][C@H]1CCCN1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)NC(C)C
[*:1]C(C)NC(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@@H]1CCCN1
[*:1][C@H](C)NC,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)NC(C)C
[*:1]C(C)N1CCCCC1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)NC(C)C
[*:1]C(C)N1CCCC1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)NC(C)C
[*:1]C(C)NC(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)NCC
[*:1]C(C)NC(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@@H](C)N(C)C
[*:1]C(C)NC(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@@H](C)NC
[*:1]C(C)NC(C)C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)N(C)C(C)C
[*:1]C1CCCN1C,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)NC(C)C
[*:1][C@H]1CCCN1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@@H]1CCCN1
[*:1][C@H]1CCCN1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@H](C)NC
[*:1][C@H]1CCCN1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1]C(C)N1CCCCC1
[*:1]C(C)N1CCCC1,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@H]1CCCN1
[*:1]C(C)NCC,[*:1]c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,[*:1][C@H]1CCCN1
